curb_loc,tree_dbh,status,health,spc_common
OnCurb,3,Alive,Good,Chinese elm
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,15,Alive,Good,Chinese elm
OnCurb,16,Alive,Fair,London planetree
OnCurb,2,Dead,NA,NA
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,17,Alive,Good,American elm
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,19,Alive,Good,London planetree
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,4,Dead,NA,NA
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,3,Dead,NA,NA
OnCurb,2,Alive,Fair,Chinese elm
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,Chinese elm
OnCurb,2,Dead,NA,NA
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,Callery pear
OnCurb,5,Alive,Poor,Callery pear
OnCurb,18,Alive,Good,London planetree
OffsetFromCurb,14,Alive,Fair,American elm
OnCurb,4,Alive,Good,American elm
OnCurb,5,Alive,Good,Callery pear
OnCurb,13,Alive,Good,Japanese zelkova
OnCurb,2,Alive,Good,Chinese elm
OffsetFromCurb,22,Alive,Good,London planetree
OffsetFromCurb,19,Alive,Good,London planetree
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,American elm
OnCurb,18,Alive,Fair,London planetree
OnCurb,13,Alive,Fair,American elm
OnCurb,13,Alive,Fair,London planetree
OnCurb,6,Alive,Good,Callery pear
OnCurb,11,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,6,Alive,Good,Callery pear
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,15,Alive,Fair,London planetree
OnCurb,18,Alive,Fair,London planetree
OnCurb,5,Alive,Good,willow oak
OnCurb,12,Alive,Fair,London planetree
OnCurb,15,Alive,Good,American elm
OnCurb,3,Alive,Poor,American hophornbeam
OnCurb,22,Alive,Fair,London planetree
OnCurb,14,Alive,Fair,American elm
OnCurb,14,Alive,Good,London planetree
OnCurb,7,Alive,Good,London planetree
OnCurb,11,Alive,Good,London planetree
OnCurb,11,Alive,Good,London planetree
OnCurb,3,Alive,Poor,London planetree
OnCurb,41,Alive,Good,London planetree
OnCurb,23,Alive,Good,London planetree
OffsetFromCurb,18,Alive,Fair,American elm
OnCurb,17,Alive,Fair,London planetree
OnCurb,2,Alive,Good,American elm
OnCurb,4,Alive,Good,willow oak
OnCurb,5,Alive,Good,willow oak
OnCurb,3,Alive,Good,American elm
OnCurb,35,Alive,Good,London planetree
OffsetFromCurb,17,Alive,Fair,American elm
OnCurb,20,Alive,Good,American elm
OnCurb,14,Alive,Poor,willow oak
OnCurb,17,Alive,Fair,London planetree
OnCurb,4,Alive,Fair,London planetree
OnCurb,29,Alive,Good,London planetree
OnCurb,20,Alive,Good,American elm
OnCurb,16,Alive,Fair,London planetree
OnCurb,4,Alive,Poor,London planetree
OnCurb,12,Alive,Fair,London planetree
OnCurb,36,Alive,Fair,London planetree
OnCurb,6,Alive,Poor,London planetree
OnCurb,3,Alive,Poor,American elm
OnCurb,6,Alive,Good,silver linden
OnCurb,5,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,2,Alive,Good,ginkgo
OnCurb,3,Alive,Good,London planetree
OnCurb,8,Alive,Fair,ginkgo
OnCurb,4,Alive,Good,honeylocust
OnCurb,12,Alive,Good,London planetree
OnCurb,10,Alive,Good,ginkgo
OnCurb,5,Alive,Good,ginkgo
OnCurb,4,Alive,Fair,honeylocust
OnCurb,11,Alive,Fair,London planetree
OffsetFromCurb,10,Alive,Poor,London planetree
OnCurb,10,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,18,Alive,Good,London planetree
OnCurb,13,Alive,Good,ginkgo
OnCurb,6,Alive,Fair,American linden
OnCurb,4,Alive,Good,willow oak
OnCurb,4,Alive,Good,willow oak
OnCurb,3,Alive,Good,American elm
OnCurb,10,Alive,Good,honeylocust
OnCurb,20,Alive,Good,ginkgo
OnCurb,8,Alive,Poor,ginkgo
OnCurb,11,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,2,Alive,Good,ginkgo
OnCurb,36,Alive,Good,London planetree
OnCurb,4,Alive,Good,willow oak
OnCurb,26,Alive,Good,London planetree
OnCurb,7,Alive,Fair,littleleaf linden
OnCurb,6,Alive,Fair,littleleaf linden
OnCurb,13,Alive,Good,honeylocust
OnCurb,12,Alive,Good,American elm
OnCurb,10,Alive,Good,honeylocust
OnCurb,4,Alive,Good,American linden
OnCurb,4,Alive,Good,honeylocust
OnCurb,10,Alive,Good,ginkgo
OnCurb,6,Alive,Fair,American elm
OnCurb,8,Alive,Good,honeylocust
OnCurb,12,Alive,Good,London planetree
OnCurb,10,Alive,Fair,honeylocust
OnCurb,5,Alive,Good,American linden
OnCurb,7,Alive,Good,honeylocust
OnCurb,2,Alive,Poor,willow oak
OnCurb,10,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,13,Alive,Good,ginkgo
OnCurb,5,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,4,Alive,Good,willow oak
OnCurb,11,Alive,Good,littleleaf linden
OnCurb,11,Alive,Good,ginkgo
OnCurb,7,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,3,Alive,Good,ginkgo
OnCurb,2,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,2,Alive,Fair,crab apple
OnCurb,6,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,10,Alive,Good,ginkgo
OnCurb,10,Alive,Good,honeylocust
OnCurb,4,Alive,Good,crab apple
OnCurb,10,Alive,Good,American linden
OnCurb,3,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,littleleaf linden
OnCurb,5,Alive,Good,ginkgo
OnCurb,12,Alive,Good,ginkgo
OnCurb,4,Alive,Good,honeylocust
OnCurb,7,Alive,Fair,littleleaf linden
OnCurb,9,Alive,Fair,littleleaf linden
OnCurb,4,Alive,Good,littleleaf linden
OnCurb,10,Alive,Good,littleleaf linden
OffsetFromCurb,10,Alive,Good,honeylocust
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,9,Alive,Good,littleleaf linden
OnCurb,2,Alive,Good,littleleaf linden
OnCurb,7,Alive,Good,littleleaf linden
OnCurb,8,Alive,Good,littleleaf linden
OnCurb,7,Alive,Good,littleleaf linden
OffsetFromCurb,6,Alive,Good,swamp white oak
OnCurb,2,Alive,Good,ginkgo
OnCurb,3,Alive,Fair,littleleaf linden
OnCurb,5,Alive,Fair,littleleaf linden
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,10,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,ginkgo
OnCurb,4,Alive,Fair,ginkgo
OnCurb,15,Alive,Good,honeylocust
OnCurb,13,Alive,Fair,honeylocust
OnCurb,5,Alive,Poor,littleleaf linden
OnCurb,6,Alive,Fair,littleleaf linden
OnCurb,2,Alive,Good,littleleaf linden
OnCurb,4,Alive,Poor,ginkgo
OnCurb,5,Alive,Good,American linden
OnCurb,3,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,14,Alive,Fair,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,5,Alive,Good,swamp white oak
OnCurb,2,Alive,Fair,swamp white oak
OnCurb,9,Alive,Good,ginkgo
OnCurb,5,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,12,Alive,Fair,honeylocust
OnCurb,4,Alive,Fair,swamp white oak
OnCurb,3,Alive,Good,honeylocust
OnCurb,4,Alive,Poor,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,14,Alive,Fair,honeylocust
OnCurb,2,Alive,Fair,honeylocust
OnCurb,2,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,21,Alive,Good,ginkgo
OnCurb,6,Alive,Good,ginkgo
OnCurb,10,Alive,Good,honeylocust
OnCurb,4,Alive,Good,littleleaf linden
OnCurb,9,Alive,Good,American linden
OnCurb,2,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,3,Alive,Fair,cherry
OnCurb,13,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,4,Alive,Poor,American linden
OnCurb,6,Alive,Good,ginkgo
OnCurb,2,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,14,Alive,Good,honeylocust
OnCurb,2,Alive,Fair,swamp white oak
OnCurb,3,Alive,Good,swamp white oak
OnCurb,4,Alive,Good,swamp white oak
OnCurb,3,Alive,Good,swamp white oak
OnCurb,3,Alive,Fair,swamp white oak
OnCurb,3,Alive,Good,swamp white oak
OnCurb,15,Alive,Good,ginkgo
OffsetFromCurb,6,Alive,Fair,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,13,Alive,Good,pin oak
OnCurb,7,Alive,Good,pin oak
OnCurb,8,Alive,Good,honeylocust
OnCurb,2,Alive,Poor,honeylocust
OnCurb,2,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,13,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,7,Alive,Fair,pin oak
OnCurb,3,Alive,Fair,pin oak
OnCurb,8,Alive,Good,honeylocust
OnCurb,13,Alive,Good,ginkgo
OnCurb,6,Alive,Good,ginkgo
OnCurb,12,Alive,Good,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,4,Alive,Fair,pin oak
OnCurb,9,Alive,Good,honeylocust
OnCurb,15,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,3,Alive,Good,hedge maple
OnCurb,8,Alive,Fair,honeylocust
OnCurb,10,Alive,Good,ginkgo
OnCurb,2,Alive,Good,silver linden
OnCurb,7,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,3,Alive,Good,swamp white oak
OnCurb,4,Alive,Good,pin oak
OnCurb,5,Alive,Fair,pin oak
OnCurb,13,Alive,Fair,littleleaf linden
OnCurb,19,Alive,Good,pin oak
OnCurb,2,Alive,Good,pin oak
OnCurb,11,Alive,Good,ginkgo
OnCurb,4,Alive,Good,American linden
OnCurb,4,Alive,Poor,ginkgo
OnCurb,9,Alive,Good,Callery pear
OnCurb,5,Alive,Poor,Callery pear
OnCurb,3,Alive,Good,swamp white oak
OnCurb,3,Alive,Good,swamp white oak
OnCurb,4,Alive,Good,swamp white oak
OnCurb,2,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,10,Alive,Good,American linden
OffsetFromCurb,15,Alive,Good,honeylocust
OnCurb,9,Alive,Fair,ginkgo
OnCurb,4,Alive,Fair,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,3,Alive,Good,Callery pear
OnCurb,4,Alive,Fair,American linden
OnCurb,17,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,9,Alive,Good,ginkgo
OnCurb,13,Alive,Good,honeylocust
OnCurb,9,Alive,Good,ginkgo
OffsetFromCurb,17,Alive,Good,pin oak
OnCurb,24,Alive,Good,pin oak
OnCurb,9,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,10,Alive,Good,pin oak
OnCurb,4,Alive,Fair,pin oak
OffsetFromCurb,26,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OffsetFromCurb,3,Alive,Fair,pin oak
OnCurb,3,Alive,Poor,pin oak
OnCurb,9,Alive,Fair,Callery pear
OnCurb,5,Alive,Poor,silver linden
OnCurb,8,Alive,Fair,Callery pear
OnCurb,4,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,4,Alive,Good,Callery pear
OnCurb,17,Alive,Good,Callery pear
OnCurb,15,Alive,Good,pin oak
OnCurb,5,Alive,Good,Callery pear
OnCurb,18,Alive,Good,Callery pear
OnCurb,3,Alive,Good,red maple
OnCurb,5,Alive,Good,pin oak
OnCurb,4,Alive,Fair,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,7,Alive,Good,Callery pear
OnCurb,11,Alive,Fair,Callery pear
OnCurb,13,Alive,Good,Callery pear
OnCurb,2,Alive,Good,silver linden
OnCurb,11,Alive,Good,Callery pear
OnCurb,14,Alive,Good,pin oak
OnCurb,5,Alive,Fair,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,14,Alive,Good,Callery pear
OnCurb,12,Alive,Good,Callery pear
OnCurb,5,Alive,Poor,Callery pear
OnCurb,10,Alive,Good,pin oak
OnCurb,14,Alive,Good,Callery pear
OnCurb,3,Alive,Good,silver linden
OnCurb,5,Alive,Fair,Callery pear
OnCurb,17,Alive,Fair,pin oak
OffsetFromCurb,6,Alive,Good,English oak
OnCurb,3,Alive,Fair,pin oak
OnCurb,6,Alive,Fair,Callery pear
OnCurb,13,Alive,Good,Callery pear
OnCurb,3,Alive,Good,Callery pear
OnCurb,6,Alive,Good,Callery pear
OnCurb,5,Alive,Fair,Callery pear
OnCurb,4,Alive,Good,Japanese zelkova
OffsetFromCurb,2,Dead,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,5,Dead,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,4,Alive,Good,Sophora
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Poor,Sophora
OnCurb,2,Alive,Good,sweetgum
OnCurb,3,Alive,Fair,pin oak
OnCurb,3,Alive,Fair,Chinese elm
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Fair,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,14,Alive,Good,honeylocust
OnCurb,10,Alive,Fair,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,3,Alive,Poor,Chinese elm
OnCurb,10,Alive,Good,honeylocust
OnCurb,4,Alive,Good,ginkgo
OnCurb,6,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,16,Alive,Good,ginkgo
OnCurb,2,Alive,Good,honeylocust
OnCurb,4,Dead,NA,NA
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,13,Alive,Good,Callery pear
OnCurb,3,Dead,NA,NA
OnCurb,11,Alive,Fair,Japanese zelkova
OnCurb,5,Alive,Fair,Callery pear
OnCurb,5,Alive,Fair,Callery pear
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,13,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,16,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,2,Dead,NA,NA
OffsetFromCurb,4,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Good,northern red oak
OnCurb,13,Alive,Good,Sophora
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,2,Alive,Good,Chinese elm
OnCurb,12,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,5,Alive,Good,ginkgo
OnCurb,14,Alive,Good,pin oak
OnCurb,2,Alive,Good,honeylocust
OnCurb,3,Alive,Fair,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,5,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OffsetFromCurb,2,Alive,Good,London planetree
OnCurb,1,Alive,Poor,American elm
OnCurb,3,Dead,NA,NA
OnCurb,9,Alive,Fair,Japanese zelkova
OnCurb,3,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,17,Alive,Fair,honeylocust
OnCurb,9,Alive,Good,Callery pear
OnCurb,16,Alive,Good,American elm
OnCurb,25,Alive,Good,ginkgo
OnCurb,13,Alive,Good,ginkgo
OnCurb,11,Alive,Good,ginkgo
OnCurb,5,Alive,Good,ginkgo
OnCurb,10,Alive,Good,ginkgo
OnCurb,16,Alive,Good,American elm
OnCurb,3,Alive,Good,ginkgo
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,8,Alive,Fair,honeylocust
OffsetFromCurb,15,Alive,Good,honeylocust
OffsetFromCurb,13,Alive,Good,honeylocust
OnCurb,9,Alive,Good,American elm
OnCurb,4,Alive,Good,London planetree
OnCurb,7,Alive,Fair,Japanese zelkova
OnCurb,3,Dead,NA,NA
OnCurb,12,Alive,Good,northern red oak
OnCurb,14,Alive,Good,honeylocust
OffsetFromCurb,17,Alive,Good,honeylocust
OnCurb,8,Alive,Good,northern red oak
OnCurb,3,Alive,Good,Chinese elm
OnCurb,6,Alive,Fair,Japanese zelkova
OnCurb,7,Alive,Fair,Japanese zelkova
OffsetFromCurb,4,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Poor,London planetree
OnCurb,3,Alive,Poor,London planetree
OnCurb,15,Alive,Good,Japanese zelkova
OnCurb,10,Dead,NA,NA
OnCurb,9,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,5,Alive,Good,ginkgo
OnCurb,21,Alive,Good,pin oak
OnCurb,4,Alive,Poor,London planetree
OnCurb,4,Alive,Good,willow oak
OnCurb,2,Alive,Good,American linden
OnCurb,10,Alive,Fair,honeylocust
OnCurb,14,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,pin oak
OnCurb,14,Alive,Good,honeylocust
OnCurb,5,Alive,Fair,green ash
OnCurb,16,Alive,Good,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,13,Alive,Good,ginkgo
OnCurb,7,Alive,Good,honeylocust
OnCurb,7,Alive,Good,American linden
OnCurb,7,Alive,Good,ginkgo
OnCurb,6,Alive,Good,honeylocust
OnCurb,5,Alive,Good,American linden
OnCurb,3,Alive,Good,honeylocust
OnCurb,15,Alive,Good,honeylocust
OnCurb,16,Alive,Good,ginkgo
OffsetFromCurb,11,Alive,Good,honeylocust
OnCurb,16,Alive,Good,honeylocust
OnCurb,11,Alive,Poor,London planetree
OnCurb,5,Alive,Good,willow oak
OnCurb,8,Alive,Good,honeylocust
OnCurb,9,Alive,Good,ginkgo
OnCurb,13,Alive,Good,honeylocust
OnCurb,13,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,12,Alive,Poor,honeylocust
OnCurb,12,Alive,Good,honeylocust
OffsetFromCurb,4,Alive,Good,honeylocust
OffsetFromCurb,13,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,18,Alive,Good,ginkgo
OnCurb,3,Alive,Good,ginkgo
OnCurb,5,Alive,Poor,ginkgo
OnCurb,2,Alive,Good,ginkgo
OffsetFromCurb,10,Alive,Good,honeylocust
OnCurb,10,Alive,Fair,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,20,Alive,Good,London planetree
OnCurb,2,Alive,Good,honeylocust
OnCurb,5,Alive,Good,ginkgo
OnCurb,9,Alive,Fair,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,6,Alive,Good,ginkgo
OffsetFromCurb,10,Alive,Good,honeylocust
OnCurb,6,Alive,Good,ginkgo
OnCurb,6,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,8,Alive,Good,American linden
OffsetFromCurb,8,Alive,Good,honeylocust
OnCurb,6,Alive,Good,ginkgo
OnCurb,11,Alive,Good,ginkgo
OnCurb,22,Alive,Good,London planetree
OnCurb,18,Alive,Poor,London planetree
OnCurb,23,Alive,Good,London planetree
OnCurb,4,Alive,Good,willow oak
OnCurb,18,Alive,Good,pin oak
OnCurb,6,Alive,Fair,American linden
OnCurb,10,Alive,Fair,London planetree
OffsetFromCurb,20,Alive,Good,London planetree
OnCurb,5,Alive,Good,willow oak
OnCurb,4,Alive,Poor,London planetree
OnCurb,14,Alive,Good,ginkgo
OnCurb,11,Alive,Fair,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,10,Alive,Good,ginkgo
OffsetFromCurb,18,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,12,Alive,Good,London planetree
OnCurb,19,Alive,Fair,London planetree
OnCurb,3,Alive,Good,London planetree
OnCurb,11,Alive,Fair,London planetree
OnCurb,19,Alive,Good,London planetree
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OffsetFromCurb,11,Alive,Good,honeylocust
OnCurb,3,Dead,NA,NA
OnCurb,3,Alive,Good,black oak
OnCurb,0,Stump,NA,NA
OnCurb,5,Alive,Fair,Japanese zelkova
OnCurb,6,Dead,NA,NA
OnCurb,3,Dead,NA,NA
OnCurb,7,Alive,Poor,Japanese zelkova
OnCurb,6,Alive,Good,pin oak
OnCurb,24,Alive,Fair,London planetree
OnCurb,6,Alive,Poor,Japanese zelkova
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Good,London planetree
OnCurb,4,Alive,Poor,pin oak
OffsetFromCurb,6,Alive,Good,English oak
OnCurb,4,Alive,Good,pin oak
OnCurb,3,Alive,Good,silver linden
OnCurb,10,Alive,Good,Callery pear
OnCurb,4,Alive,Fair,Callery pear
OnCurb,16,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,15,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Japanese zelkova
OnCurb,2,Alive,Poor,'Schubert' chokecherry
OnCurb,12,Alive,Good,English oak
OnCurb,6,Alive,Fair,honeylocust
OffsetFromCurb,10,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,3,Alive,Good,pin oak
OnCurb,0,Stump,NA,NA
OnCurb,10,Alive,Fair,pin oak
OnCurb,8,Alive,Fair,pin oak
OnCurb,7,Alive,Good,pin oak
OnCurb,2,Alive,Fair,pin oak
OnCurb,2,Alive,Good,Kentucky coffeetree
OnCurb,15,Alive,Good,London planetree
OnCurb,17,Alive,Fair,London planetree
OnCurb,4,Alive,Fair,London planetree
OnCurb,7,Alive,Good,pin oak
OnCurb,19,Alive,Good,pin oak
OnCurb,7,Alive,Good,Callery pear
OnCurb,14,Alive,Good,silver linden
OffsetFromCurb,12,Alive,Good,honeylocust
OnCurb,2,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,black oak
OnCurb,5,Alive,Good,Callery pear
OnCurb,2,Alive,Good,honeylocust
OnCurb,8,Alive,Good,American linden
OnCurb,7,Alive,Fair,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,16,Alive,Poor,honeylocust
OnCurb,6,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,10,Alive,Fair,Callery pear
OnCurb,6,Alive,Fair,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,28,Alive,Fair,Callery pear
OnCurb,9,Alive,Fair,London planetree
OnCurb,8,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,8,Alive,Good,tartar maple
OnCurb,28,Alive,Good,Chinese elm
OnCurb,4,Alive,Poor,London planetree
OnCurb,6,Alive,Fair,northern red oak
OnCurb,4,Alive,Good,northern red oak
OnCurb,4,Alive,Poor,London planetree
OnCurb,16,Alive,Poor,London planetree
OffsetFromCurb,11,Alive,Good,honeylocust
OffsetFromCurb,13,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,10,Alive,Good,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,6,Alive,Good,Chinese elm
OnCurb,0,Stump,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,15,Alive,Fair,honeylocust
OnCurb,16,Alive,Good,ginkgo
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,20,Alive,Good,Chinese elm
OnCurb,4,Alive,Good,pin oak
OnCurb,11,Alive,Good,ginkgo
OnCurb,12,Alive,Good,ginkgo
OnCurb,13,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,3,Alive,Fair,American linden
OnCurb,4,Alive,Good,Callery pear
OnCurb,3,Alive,Poor,pin oak
OnCurb,12,Alive,Good,pin oak
OnCurb,0,Dead,NA,NA
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Fair,pin oak
OnCurb,17,Alive,Fair,pin oak
OnCurb,9,Alive,Fair,pin oak
OnCurb,3,Alive,Good,silver linden
OnCurb,18,Alive,Good,London planetree
OnCurb,17,Alive,Fair,London planetree
OnCurb,4,Alive,Fair,Callery pear
OnCurb,12,Alive,Good,golden raintree
OnCurb,11,Alive,Good,black locust
OnCurb,10,Alive,Fair,honeylocust
OnCurb,23,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Good,honeylocust
OffsetFromCurb,9,Alive,Good,northern red oak
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,silver linden
OnCurb,5,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,4,Alive,Fair,Callery pear
OnCurb,11,Alive,Good,black locust
OnCurb,2,Alive,Good,pin oak
OnCurb,6,Alive,Good,ginkgo
OnCurb,2,Alive,Good,ginkgo
OnCurb,6,Alive,Good,ginkgo
OnCurb,7,Alive,Good,ginkgo
OnCurb,10,Alive,Good,American linden
OnCurb,3,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
